dataset,model,split,fold,class,num_preds,num_gts,precision,recall,f1-score,mAP@50,mAP@50_95
Merged,Merged,val,2,all,25102,29385,0.802921950817108,0.68671715259552,0.738485187292099,0.718315560231691,0.332284231094717
Merged,Merged,val,2,boat,15028,16047,0.943711280822754,0.87343430519104,0.907213866710663,0.903651037233753,0.467728089513248
Merged,Merged,val,2,swimmer,10074,13338,0.662132620811462,0.5,0.569756507873535,0.532980083229629,0.196840372676186
Merged,Merged,val,3,all,61546,35083,0.71849799156189,0.578814819455147,0.633181199431419,0.614105265864036,0.352843831786617
Merged,Merged,val,3,boat,20338,18582,0.91949200630188,0.861102163791657,0.889339745044708,0.918166737666051,0.578723446165024
Merged,Merged,val,3,swimmer,41208,16501,0.517503976821899,0.296527475118637,0.37702265381813,0.310043794062021,0.12696421740821
Merged,Merged,val,4,all,69836,71942,0.917905509471893,0.801547557115555,0.855769276618958,0.869413323734355,0.565844578154228
Merged,Merged,val,4,boat,26067,24207,0.95721310377121,0.828066289424896,0.887968480587006,0.92338283241454,0.645943301396784
Merged,Merged,val,4,swimmer,43769,47735,0.878597915172577,0.775028824806213,0.823570072650909,0.81544381505417,0.485745854911672
Merged,Merged,val,5,all,19735,23574,0.652989581227303,0.564768806099892,0.605137094855309,0.562298260134268,0.340371124423705
Merged,Merged,val,5,boat,9363,10281,0.954841494560242,0.855558812618256,0.902477860450745,0.900837740453634,0.609699055175521
Merged,Merged,val,5,swimmer,10372,13293,0.351137667894363,0.273978799581528,0.307796329259872,0.223758779814902,0.0710431936718885
Merged,Merged,test,0,all,28608,39302,0.858740001916885,0.651408612728119,0.728474527597427,0.751614468780724,0.383333578215865
Merged,Merged,test,0,boat,17326,18521,0.947669684886932,0.884887397289276,0.915203094482422,0.93108786447291,0.551940541058296
Merged,Merged,test,0,swimmer,11282,20781,0.769810318946838,0.417929828166962,0.541745960712433,0.572141073088537,0.214726615373433
Merged,Merged,test,1,all,23647,28098,0.767693251371384,0.611841201782227,0.679784059524536,0.703900460927565,0.397802471939649
Merged,Merged,test,1,boat,10475,11587,0.941989243030548,0.800207138061523,0.865329027175903,0.89737188048447,0.598228417112846
Merged,Merged,test,1,swimmer,13172,16511,0.593397259712219,0.42347526550293,0.494239091873169,0.51042904137066,0.197376526766452
Merged,Merged,test,2,all,37655,38352,0.92190957069397,0.874624460935593,0.897503346204758,0.905516828206572,0.598522588765558
Merged,Merged,test,2,boat,13710,13502,0.983600318431854,0.95504367351532,0.969111680984497,0.978462503452654,0.743285527949424
Merged,Merged,test,2,swimmer,23945,24850,0.860218822956085,0.794205248355866,0.825895011425018,0.83257115296049,0.453759649581693
Merged,Merged,test,3,all,16289,21920,0.620408922433853,0.490649074316025,0.545622766017914,0.531901087840613,0.271993075107827
Merged,Merged,test,3,boat,8923,10281,0.912124335765839,0.776383638381958,0.838797807693481,0.857424865079629,0.485494729835198
Merged,Merged,test,3,swimmer,7366,11639,0.328693509101868,0.204914510250092,0.252447724342346,0.206377310601598,0.0584914203804547
Merged,Merged,test,4,all,47784,46832,0.682644546031952,0.543982714414597,0.601250439882278,0.589975120273442,0.323436610827889
Merged,Merged,test,4,boat,21371,21528,0.885865867137909,0.791016340255737,0.835758566856384,0.873810308155482,0.531903123568447
Merged,Merged,test,4,swimmer,26413,25304,0.479423224925995,0.296949088573456,0.366742312908173,0.306139932391401,0.114970098087331
Merged,Merged,test,5,all,61465,63225,0.928658336400986,0.888495653867722,0.908133119344711,0.916476594494799,0.596620685662965
Merged,Merged,test,5,boat,20533,20859,0.98983371257782,0.947552621364594,0.968231856822968,0.974140859002167,0.711475042423349
Merged,Merged,test,5,swimmer,40932,42366,0.867482960224152,0.82943868637085,0.848034381866455,0.85881232998743,0.48176632890258
Merged,OpenWater,test,0,all,27562,39302,0.8283413350582123,0.6077761203050613,0.6880438327789307,0.7094732657447733,0.3535717920760906
Merged,OpenWater,test,0,boat,16907,18521,0.9166864156723022,0.8364559412002563,0.8747353553771973,0.8926304632727731,0.5085681906408939
Merged,OpenWater,test,0,swimmer,10655,20781,0.7399962544441223,0.3790962994098663,0.5013523101806641,0.5263160682167736,0.1985753935112872
Merged,OpenWater,test,1,all,18890,28098,0.8563164174556732,0.5832027792930603,0.6812099814414978,0.7380407391256697,0.4308884137686862
Merged,OpenWater,test,1,boat,10994,11587,0.9389499425888062,0.7964097857475281,0.8618258237838745,0.8933415190025489,0.6080115433978663
Merged,OpenWater,test,1,swimmer,7896,16511,0.7736828923225403,0.3699957728385925,0.5005941390991211,0.5827399592487905,0.2537652841395062
Merged,OpenWater,test,2,all,37381,38352,0.8995847404003143,0.8419818580150604,0.8696148097515106,0.8851076098826354,0.5940003296706124
Merged,OpenWater,test,2,boat,13330,13502,0.9754672050476074,0.9394164085388184,0.9571024775505066,0.9668565265859116,0.7494302474503848
Merged,OpenWater,test,2,swimmer,24051,24850,0.8237022757530212,0.7445473074913025,0.7821271419525146,0.8033586931793589,0.43857041189084
Merged,OpenWater,test,3,all,55535,21920,0.5726871490478516,0.3695636093616485,0.4468612819910049,0.3908666967081892,0.2149334995783023
Merged,OpenWater,test,3,boat,44140,10281,0.8609022498130798,0.60140061378479,0.7081257104873657,0.6650912401669006,0.3971521697316412
Merged,OpenWater,test,3,swimmer,11395,11639,0.2844720482826233,0.137726604938507,0.1855968534946441,0.1166421532494779,0.0327148294249633
Merged,OpenWater,test,4,all,55010,46832,0.6820160895586014,0.5300730466842651,0.59150230884552,0.5929953213584295,0.3098821778952666
Merged,OpenWater,test,4,boat,23471,21528,0.8913319110870361,0.7833518981933594,0.8338607549667358,0.8715977835387387,0.5039332398348492
Merged,OpenWater,test,4,swimmer,31539,25304,0.4727002680301666,0.2767941951751709,0.3491438627243042,0.3143928591781202,0.1158311159556841
Merged,OpenWater,test,5,all,58222,63225,0.9213492572307588,0.8548724353313446,0.8865678906440735,0.8929630002617458,0.5763435057688613
Merged,OpenWater,test,5,boat,20454,20859,0.9859112501144408,0.946066439151764,0.9655779004096984,0.9705968403221696,0.7023779375124434
Merged,OpenWater,test,5,swimmer,37768,42366,0.8567872643470764,0.7636784315109253,0.8075578808784485,0.815329160201322,0.4503090740252792
OpenWater,Classification,test,0,all,27200,38412,0.8352895677089691,0.6138999164104462,0.6958783268928528,0.7142203112768947,0.3565932439956352
OpenWater,Classification,test,0,boat,16749,18521,0.9251298308372498,0.8366178870201111,0.8786503672599792,0.895260959387898,0.5107000285055194
OpenWater,Classification,test,0,swimmer,10451,19891,0.7454493045806885,0.3911819458007812,0.5131062865257263,0.5331796631658914,0.2024864594857509
OpenWater,Classification,test,1,all,18169,25497,0.863330751657486,0.6233185231685638,0.7165952324867249,0.7605223945349916,0.4417590812449495
OpenWater,Classification,test,1,boat,10355,11587,0.9448596239089966,0.8074566125869751,0.870771050453186,0.89918020853308,0.6139376921028316
OpenWater,Classification,test,1,swimmer,7814,13910,0.7818018794059753,0.4391804337501526,0.5624194145202637,0.6218645805369032,0.2695804703870675
OpenWater,Classification,test,2,all,36664,37381,0.907954603433609,0.8662594258785248,0.8860775530338287,0.899614329415888,0.6047260909417329
OpenWater,Classification,test,2,boat,13276,13008,0.976959228515625,0.9746310114860536,0.975793719291687,0.9848160038147746,0.7637486601886712
OpenWater,Classification,test,2,swimmer,23388,24373,0.838949978351593,0.7578878402709961,0.7963613867759705,0.8144126550170013,0.4457035216947947
OpenWater,Classification,test,3,all,10790,10854,0.732823520898819,0.668553814291954,0.697550818324089,0.6688973834599602,0.3735503892141776
OpenWater,Classification,test,3,boat,6738,6841,0.9546407461166382,0.9321736693382264,0.9432734847068788,0.9413074320518968,0.6364980996283933
OpenWater,Classification,test,3,swimmer,4052,4013,0.5110062956809998,0.4049339592456817,0.4518281519412994,0.3964873348680235,0.110602678799962
OpenWater,Classification,test,4,all,46138,34112,0.7793902456760406,0.614618718624115,0.6765579134225845,0.6812130537366434,0.3632606112372886
OpenWater,Classification,test,4,boat,21199,18088,0.8921138048171997,0.8530517220497131,0.8721455931663513,0.9131873615485434,0.5593184973206075
OpenWater,Classification,test,4,swimmer,24939,16024,0.6666666865348816,0.3761857151985168,0.4809702336788177,0.4492387459247435,0.1672027251539698
OpenWater,Classification,test,5,all,56960,60876,0.9308328330516816,0.8743165135383606,0.9015404880046844,0.907780870805406,0.5858919981892967
OpenWater,Classification,test,5,boat,20312,20767,0.9884873628616332,0.9509317874908448,0.9693459868431092,0.9730494443549044,0.7043393423335095
OpenWater,Classification,test,5,swimmer,36648,40109,0.8731783032417297,0.7977012395858765,0.8337349891662598,0.8425122972559076,0.4674446540450839
OpenWater,Coastline,test,0,all,6010,38412,0.1986510809510946,0.0299757751636207,0.052083920687437,0.1087196031530015,0.0250940820628655
OpenWater,Coastline,test,0,boat,2754,18521,0.3363603353500366,0.0499972999095916,0.0870546177029609,0.1863811297330702,0.0423516086131203
OpenWater,Coastline,test,0,swimmer,3256,19891,0.0609418265521526,0.0099542504176497,0.0171132236719131,0.0310580765729329,0.0078365555126107
OpenWater,Coastline,test,1,all,13015,25497,0.4430626630783081,0.2146472260355949,0.2857613265514374,0.2808040970679986,0.0780797382840141
OpenWater,Coastline,test,1,boat,4467,11587,0.5030221343040466,0.193924218416214,0.2799302041530609,0.3245617725715545,0.0837161325579584
OpenWater,Coastline,test,1,swimmer,8548,13910,0.3831031918525696,0.2353702336549759,0.2915924489498138,0.2370464215644427,0.0724433440100699
OpenWater,Coastline,test,2,all,39971,37381,0.6373935639858246,0.4032654017210006,0.4846619367599487,0.4691853940097565,0.132414731105886
OpenWater,Coastline,test,2,boat,6139,13008,0.7073965668678284,0.3337945938110351,0.4535673856735229,0.4853656361114949,0.1470999925496747
OpenWater,Coastline,test,2,swimmer,33832,24373,0.5673905611038208,0.4727362096309662,0.5157564878463745,0.4530051519080182,0.1177294696620973
OpenWater,Coastline,test,3,all,3386,10854,0.0027743526734411,0.0022427111398428,0.0024803613778203,0.0013382256200436,0.0003342315119935
OpenWater,Coastline,test,3,boat,7,6841,0.0,0.0,0.0,0.0,0.0
OpenWater,Coastline,test,3,swimmer,3379,4013,0.0055487053468823,0.0044854222796857,0.0049607227556407,0.0026764512400873,0.0006684630239871
OpenWater,Coastline,test,4,all,10924,34112,0.0394877269864082,0.0230903644114732,0.0291407387703657,0.0200183216164757,0.0082149806976217
OpenWater,Coastline,test,4,boat,23,18088,0.0,0.0,0.0,0.0,0.0
OpenWater,Coastline,test,4,swimmer,10901,16024,0.0789754539728164,0.0461807288229465,0.0582814775407314,0.0400366432329515,0.0164299613952434
OpenWater,Coastline,test,5,all,25936,60876,0.3001409545540809,0.1292947474867105,0.1806271374225616,0.17482579204973,0.0450504063997186
OpenWater,Coastline,test,5,boat,8135,20767,0.1491637974977493,0.0584099777042865,0.0839475393295288,0.0789658621357278,0.0227342224035347
OpenWater,Coastline,test,5,swimmer,17801,40109,0.4511181116104126,0.2001795172691345,0.2773067355155945,0.2706857219637321,0.0673665903959025
OpenWater,Merged,test,0,all,27736,38412,0.8598672449588776,0.6445451527833939,0.7229957580566406,0.7474963003735162,0.3831564060347316
OpenWater,Merged,test,0,boat,17312,18521,0.948437511920929,0.8848873972892761,0.915561020374298,0.9311510129815476,0.5520224526141803
OpenWater,Merged,test,0,swimmer,10424,19891,0.7712969779968262,0.4042029082775116,0.5304304957389832,0.563841587765485,0.2142903594552829
OpenWater,Merged,test,1,all,18700,25497,0.8448881208896637,0.6231160759925842,0.7119022309780121,0.7463602678248664,0.4203458345096482
OpenWater,Merged,test,1,boat,10430,11587,0.9418923258781432,0.8015879988670349,0.8660947680473328,0.8978061704268074,0.5986593406114198
OpenWater,Merged,test,1,swimmer,8270,13910,0.7478839159011841,0.4446441531181335,0.5577096939086914,0.5949143652229254,0.2420323284078766
OpenWater,Merged,test,2,all,36825,37381,0.9294116199016572,0.8840878009796143,0.9058617055416108,0.9121951020306373,0.6049858660546372
OpenWater,Merged,test,2,boat,13415,13008,0.9857945442199708,0.9709409475326538,0.9783114194869996,0.9858791154734696,0.7503812553949993
OpenWater,Merged,test,2,swimmer,23410,24373,0.8730286955833435,0.7972346544265747,0.8334119915962219,0.8385110885878047,0.4595904767142751
OpenWater,Merged,test,3,all,10581,10854,0.6800014078617096,0.6256631761789322,0.650081992149353,0.6174567930410275,0.3258470853081438
OpenWater,Merged,test,3,boat,6745,6841,0.9528076648712158,0.9326121807098388,0.9426017999649048,0.9453165932933753,0.5849555491829509
OpenWater,Merged,test,3,swimmer,3836,4013,0.4071951508522033,0.3187141716480255,0.3575621843338012,0.2895969927886799,0.0667386214333367
OpenWater,Merged,test,4,all,39126,34112,0.7661544978618622,0.6128077208995819,0.6733056902885437,0.6783541694118506,0.3767034773814178
OpenWater,Merged,test,4,boat,19267,18088,0.9050703644752502,0.8496793508529663,0.8765006065368652,0.9154435262372724,0.5799430434684657
OpenWater,Merged,test,4,swimmer,19859,16024,0.6272386312484741,0.3759360909461975,0.4701107740402221,0.4412648125864287,0.17346391129437
OpenWater,Merged,test,5,all,59742,60876,0.9314895868301392,0.8988102078437805,0.9148535430431366,0.9227849062491712,0.6030408091319974
OpenWater,Merged,test,5,boat,20439,20767,0.9905282258987428,0.95175039768219,0.97075217962265,0.9764178865718378,0.7132270255437734
OpenWater,Merged,test,5,swimmer,39303,40109,0.8724509477615356,0.8458700180053711,0.858954906463623,0.8691519259265044,0.4928545927202215
OpenWater,OpenWater,train,0,all,136005,143223,0.9663535356521606,0.9179579317569732,0.940942645072937,0.9558530775185032,0.8060847941946427
OpenWater,OpenWater,train,0,boat,58712,58704,0.9805529713630676,0.97744619846344,0.9789971113204956,0.9875601073295686,0.9194726924627588
OpenWater,OpenWater,train,0,swimmer,77293,84519,0.9521540999412536,0.8584696650505066,0.9028881788253784,0.924146047707438,0.6926968959265268
OpenWater,OpenWater,train,1,all,129156,144254,0.9446453750133514,0.8474664092063904,0.8911283314228058,0.9114500349719094,0.6928941569576119
OpenWater,OpenWater,train,1,boat,64788,64217,0.9771041870117188,0.9622841477394104,0.9696375727653505,0.981817606642057,0.838072378829996
OpenWater,OpenWater,train,1,swimmer,64368,80037,0.912186563014984,0.7326486706733704,0.8126190900802612,0.8410824633017617,0.5477159350852278
OpenWater,OpenWater,train,2,all,124393,131339,0.959158420562744,0.8963004648685455,0.9261867105960846,0.9451828638458704,0.7751894024886014
OpenWater,OpenWater,train,2,boat,57169,57283,0.9799312949180604,0.9564093947410583,0.9680274724960328,0.9797244163382944,0.9001470350773113
OpenWater,OpenWater,train,2,swimmer,67224,74056,0.938385546207428,0.8361915349960327,0.8843459486961365,0.9106413113534462,0.6502317698998914
OpenWater,OpenWater,train,3,all,152904,162166,0.9524113833904266,0.8792834877967834,0.9136431813240052,0.9332599989035862,0.726440294735293
OpenWater,OpenWater,train,3,boat,63905,63883,0.9789558053016664,0.9539313912391664,0.9662815928459167,0.9792351309219612,0.8660464288601354
OpenWater,OpenWater,train,3,swimmer,88999,98283,0.925866961479187,0.8046355843544006,0.8610047698020935,0.8872848668852111,0.5868341606104506
OpenWater,OpenWater,train,4,all,99764,112144,0.933805763721466,0.8329157531261444,0.8784441649913788,0.9018273267764332,0.6952368765217396
OpenWater,OpenWater,train,4,boat,49847,49957,0.9728546738624572,0.9476749897003174,0.9600998163223268,0.9753733213894736,0.8591948387439997
OpenWater,OpenWater,train,4,swimmer,49917,62187,0.8947568535804749,0.7181565165519714,0.7967885136604309,0.8282813321633928,0.5312789142994795
OpenWater,OpenWater,train,5,all,119797,135402,0.947483628988266,0.842724472284317,0.8899451196193695,0.9105971897416016,0.7232539092650803
OpenWater,OpenWater,train,5,boat,60446,61204,0.9848240613937378,0.9574373960494996,0.9709376692771912,0.979929373536148,0.8657539446438861
OpenWater,OpenWater,train,5,swimmer,59351,74198,0.9101431965827942,0.7280115485191345,0.8089525699615479,0.8412650059470552,0.5807538738862743
OpenWater,OpenWater,val,0,all,17172,25497,0.9102834165096284,0.6358319669961929,0.7373314201831818,0.7861963939937228,0.4938118341293765
OpenWater,OpenWater,val,0,boat,10000,11587,0.9624474048614502,0.8294640779495239,0.8910211324691772,0.9093697289654727,0.6548413240591942
OpenWater,OpenWater,val,0,swimmer,7172,13910,0.8581194281578064,0.4421998560428619,0.5836417078971863,0.6630230590219728,0.3327823441995589
OpenWater,OpenWater,val,1,all,36473,37381,0.9122970402240752,0.8778092563152313,0.8946704864501953,0.9072181071069776,0.5820885185207227
OpenWater,OpenWater,val,1,boat,13246,13008,0.9834515452384948,0.9594095945358276,0.9712818264961244,0.9812918356950304,0.7142027348268163
OpenWater,OpenWater,val,1,swimmer,23227,24373,0.8411425352096558,0.796208918094635,0.8180591464042664,0.8331443785189245,0.4499743022146291
OpenWater,OpenWater,val,2,all,28608,38412,0.8169167041778564,0.62431900203228,0.6997452527284622,0.7133968810580802,0.3389721316807412
OpenWater,OpenWater,val,2,boat,17262,18521,0.9696641564369202,0.8698234558105469,0.9170343279838562,0.9292785636876704,0.4980001103097781
OpenWater,OpenWater,val,2,swimmer,11346,19891,0.6641692519187927,0.378814548254013,0.4824561774730682,0.49751519842849,0.1799441530517044
OpenWater,OpenWater,val,3,all,51646,34112,0.7815712690353394,0.6287704259157181,0.6887588649988174,0.6822002980795028,0.3773582659163703
OpenWater,OpenWater,val,3,boat,21503,18088,0.9148502349853516,0.8678129315376282,0.8907110095024109,0.917664574436558,0.5705175530232253
OpenWater,OpenWater,val,3,swimmer,30143,16024,0.6482923030853271,0.389727920293808,0.486806720495224,0.4467360217224475,0.1841989788095153
OpenWater,OpenWater,val,4,all,61433,60876,0.950777530670166,0.9266508519649506,0.9385272264480592,0.9419295027256842,0.6363290471201413
OpenWater,OpenWater,val,4,boat,21844,20767,0.984509289264679,0.9487167000770568,0.9662816524505616,0.9751078916518644,0.7173114332551697
OpenWater,OpenWater,val,4,swimmer,39589,40109,0.9170457720756532,0.9045850038528442,0.9107728004455566,0.908751113799504,0.5553466609851128
OpenWater,OpenWater,val,5,all,9193,10854,0.8474397361278534,0.6863710284233093,0.7502215802669525,0.7557094208366351,0.4229016720032436
OpenWater,OpenWater,val,5,boat,6683,6841,0.9308300614356996,0.8950445652008057,0.9125866889953612,0.91939983489328,0.6473759997986657
OpenWater,OpenWater,val,5,swimmer,2510,4013,0.7640494108200073,0.477697491645813,0.5878564715385437,0.59201900677999,0.1984273442078216
OpenWater,OpenWater,test,0,all,27200,38412,0.8352895677089691,0.6138999164104462,0.6958783268928528,0.7142203112768947,0.3565932439956352
OpenWater,OpenWater,test,0,boat,16749,18521,0.9251298308372498,0.8366178870201111,0.8786503672599792,0.895260959387898,0.5107000285055194
OpenWater,OpenWater,test,0,swimmer,10451,19891,0.7454493045806885,0.3911819458007812,0.5131062865257263,0.5331796631658914,0.2024864594857509
OpenWater,OpenWater,test,1,all,18169,25497,0.863330751657486,0.6233185231685638,0.7165952324867249,0.7605223945349916,0.4417590812449495
OpenWater,OpenWater,test,1,boat,10355,11587,0.9448596239089966,0.8074566125869751,0.870771050453186,0.89918020853308,0.6139376921028316
OpenWater,OpenWater,test,1,swimmer,7814,13910,0.7818018794059753,0.4391804337501526,0.5624194145202637,0.6218645805369032,0.2695804703870675
OpenWater,OpenWater,test,2,all,36664,37381,0.907954603433609,0.8662594258785248,0.8860775530338287,0.899614329415888,0.6047260909417329
OpenWater,OpenWater,test,2,boat,13276,13008,0.976959228515625,0.9746310114860536,0.975793719291687,0.9848160038147746,0.7637486601886712
OpenWater,OpenWater,test,2,swimmer,23388,24373,0.838949978351593,0.7578878402709961,0.7963613867759705,0.8144126550170013,0.4457035216947947
OpenWater,OpenWater,test,3,all,10790,10854,0.732823520898819,0.668553814291954,0.697550818324089,0.6688973834599602,0.3735503892141776
OpenWater,OpenWater,test,3,boat,6738,6841,0.9546407461166382,0.9321736693382264,0.9432734847068788,0.9413074320518968,0.6364980996283933
OpenWater,OpenWater,test,3,swimmer,4052,4013,0.5110062956809998,0.4049339592456817,0.4518281519412994,0.3964873348680235,0.110602678799962
OpenWater,OpenWater,test,4,all,46138,34112,0.7793902456760406,0.614618718624115,0.6765579134225845,0.6812130537366434,0.3632606112372886
OpenWater,OpenWater,test,4,boat,21199,18088,0.8921138048171997,0.8530517220497131,0.8721455931663513,0.9131873615485434,0.5593184973206075
OpenWater,OpenWater,test,4,swimmer,24939,16024,0.6666666865348816,0.3761857151985168,0.4809702336788177,0.4492387459247435,0.1672027251539698
OpenWater,OpenWater,test,5,all,56960,60876,0.9308328330516816,0.8743165135383606,0.9015404880046844,0.907780870805406,0.5858919981892967
OpenWater,OpenWater,test,5,boat,20312,20767,0.9884873628616332,0.9509317874908448,0.9693459868431092,0.9730494443549044,0.7043393423335095
OpenWater,OpenWater,test,5,swimmer,36648,40109,0.8731783032417297,0.7977012395858765,0.8337349891662598,0.8425122972559076,0.4674446540450839
