dataset,tracker,new_track_thresh,match_thresh,fold,class,num_frames,num_objects,num_detections,num_misses,num_false_positives,num_switches,sum_overlap,num_matches,mota,motp,idf1
OpenWater,ByteTrack,0.35,0.65,1,swimmer,23718,81375,58107,23268,2714,908,10981.862022,57199,0.669555,0.191994,0.81728
OpenWater,ByteTrack,0.35,0.65,2,all,44190,131339,115665,15674,3862,1420,14301.276343,114245,0.840443,0.125181,0.922126
OpenWater,ByteTrack,0.35,0.65,2,boat,21785,55945,53707,2238,1972,594,4009.684214,53113,0.91413,0.075493,0.962284
OpenWater,ByteTrack,0.35,0.65,2,swimmer,22405,75394,61958,13436,1890,826,10291.59213,61132,0.785765,0.16835,0.889933
OpenWater,ByteTrack,0.35,0.65,3,all,46546,162166,138643,23523,5173,1366,20165.552481,137277,0.814622,0.146897,0.906217
OpenWater,ByteTrack,0.35,0.65,3,boat,23816,63883,60903,2980,1850,360,5247.672706,60543,0.918758,0.086677,0.961859
OpenWater,ByteTrack,0.35,0.65,3,swimmer,22730,98283,77740,20543,3323,1006,14917.879776,76734,0.746935,0.19441,0.866928
OpenWater,ByteTrack,0.35,0.65,4,all,33833,112144,89102,23042,3285,1373,12082.129761,87729,0.752996,0.137721,0.871281
OpenWater,ByteTrack,0.35,0.65,4,boat,17279,49957,47175,2782,1758,632,3678.12154,46543,0.896471,0.079026,0.95409
OpenWater,ByteTrack,0.35,0.65,4,swimmer,16554,62187,41927,20260,1527,741,8404.008221,41186,0.637738,0.20405,0.793764
OpenWater,ByteTrack,0.35,0.65,5,all,44851,135402,109823,25579,3150,1819,12919.532074,108004,0.77439,0.119621,0.884332
OpenWater,ByteTrack,0.35,0.65,5,boat,22011,61204,58581,2623,1499,691,3958.269783,57890,0.921361,0.068376,0.966014
OpenWater,ByteTrack,0.35,0.65,5,swimmer,22840,74198,51242,22956,1651,1128,8961.26229,50114,0.653158,0.178818,0.806383
OpenWater,ByteTrack,0.35,0.8,0,all,46604,143223,131192,12031,3661,329,16245.641926,130863,0.888139,0.124142,0.943569
OpenWater,ByteTrack,0.35,0.8,0,boat,22496,57366,56085,1281,1186,55,4008.691109,56030,0.956037,0.071545,0.97848
OpenWater,ByteTrack,0.35,0.8,0,swimmer,24108,85857,75107,10750,2475,274,12236.950817,74833,0.842773,0.163523,0.919083
OpenWater,ByteTrack,0.35,0.8,1,all,45712,144254,121797,22457,5722,311,17831.36514,121486,0.802501,0.146777,0.896314
OpenWater,ByteTrack,0.35,0.8,1,boat,21994,62879,61165,1714,1857,65,5846.441821,61100,0.942175,0.095686,0.971636
OpenWater,ByteTrack,0.35,0.8,1,swimmer,23718,81375,60632,20743,3865,246,11984.923319,60386,0.694575,0.198472,0.831304
OpenWater,ByteTrack,0.35,0.8,2,all,44190,131339,118136,13203,4901,574,15349.847825,117562,0.857788,0.130568,0.92883
OpenWater,ByteTrack,0.35,0.8,2,boat,21785,55945,53851,2094,2124,319,4159.13702,53532,0.918902,0.077694,0.962312
OpenWater,ByteTrack,0.35,0.8,2,swimmer,22405,75394,64285,11109,2777,255,11190.710805,64030,0.812439,0.174773,0.902524
OpenWater,ByteTrack,0.35,0.8,3,all,46546,162166,141241,20925,6813,416,21273.22076,140825,0.826388,0.151061,0.910586
OpenWater,ByteTrack,0.35,0.8,3,boat,23816,63883,61313,2570,2263,136,5446.286967,61177,0.922217,0.089025,0.962082
OpenWater,ByteTrack,0.35,0.8,3,swimmer,22730,98283,79928,18355,4550,280,15826.933793,79648,0.7641,0.198711,0.874672
OpenWater,ByteTrack,0.35,0.8,4,all,33833,112144,91564,20580,4044,529,13079.15219,91035,0.775708,0.143672,0.881474
OpenWater,ByteTrack,0.35,0.8,4,boat,17279,49957,47558,2399,1801,263,3897.534941,47295,0.910663,0.082409,0.957711
OpenWater,ByteTrack,0.35,0.8,4,swimmer,16554,62187,44006,18181,2243,266,9181.617249,43740,0.667294,0.209914,0.811649
OpenWater,ByteTrack,0.35,0.8,5,all,44851,135402,113065,22337,4150,830,14154.117337,112235,0.798253,0.126111,0.89515
OpenWater,ByteTrack,0.35,0.8,5,boat,22011,61204,58963,2241,1678,392,4165.88862,58571,0.929563,0.071125,0.967836
OpenWater,ByteTrack,0.35,0.8,5,swimmer,22840,74198,54102,20096,2472,438,9988.228717,53664,0.689938,0.186125,0.827425
OpenWater,ByteTrack,0.5,0.5,0,all,46604,143223,125883,17340,2341,2713,13917.276115,123170,0.843642,0.112992,0.927496
OpenWater,ByteTrack,0.5,0.5,0,boat,22496,57366,55786,1580,1016,663,3714.105582,55123,0.943189,0.067379,0.977262
OpenWater,ByteTrack,0.5,0.5,0,swimmer,24108,85857,70097,15760,1325,2050,10203.170533,68047,0.777129,0.149943,0.891371
OpenWater,ByteTrack,0.5,0.5,1,all,45712,144254,112569,31685,2811,3843,14116.468547,108726,0.734226,0.129835,0.867136
OpenWater,ByteTrack,0.5,0.5,1,boat,22907,64217,61348,2869,989,655,5455.972599,60693,0.929723,0.089895,0.969515
OpenWater,ByteTrack,0.5,0.5,1,swimmer,22805,80037,51221,28816,1822,3188,8660.495948,48033,0.57737,0.180303,0.769778
OpenWater,ByteTrack,0.5,0.5,2,all,44190,131339,111597,19742,3186,3480,12494.090143,108117,0.798933,0.115561,0.906843
OpenWater,ByteTrack,0.5,0.5,2,boat,21785,55945,53387,2558,1856,1014,3744.74486,52373,0.902976,0.071501,0.960301
OpenWater,ByteTrack,0.5,0.5,2,swimmer,22405,75394,58210,17184,1330,2466,8749.345284,55744,0.721729,0.156956,0.862792
OpenWater,ByteTrack,0.5,0.5,3,all,46546,162166,132348,29818,3875,4991,17243.446692,127357,0.761454,0.135395,0.887084
OpenWater,ByteTrack,0.5,0.5,3,boat,23816,63883,60233,3650,1566,754,4879.516811,59479,0.906548,0.082038,0.958498
OpenWater,ByteTrack,0.5,0.5,3,swimmer,22730,98283,72115,26168,2309,4237,12363.929881,67878,0.667145,0.182149,0.835114
OpenWater,ByteTrack,0.5,0.5,4,all,33833,112144,85164,26980,2806,3369,10330.772481,81795,0.704353,0.126301,0.851155
OpenWater,ByteTrack,0.5,0.5,4,boat,17279,49957,46681,3276,1680,1261,3357.2005,45420,0.875553,0.073915,0.949592
OpenWater,ByteTrack,0.5,0.5,4,swimmer,16554,62187,38483,23704,1126,2108,6973.571981,36375,0.566823,0.191713,0.756081
OpenWater,ByteTrack,0.5,0.5,5,all,44851,135402,105810,29592,2715,3822,11232.886841,101988,0.733172,0.110139,0.867555
OpenWater,ByteTrack,0.5,0.5,5,boat,22011,61204,58245,2959,1428,1183,3732.731891,57062,0.908993,0.065415,0.963707
OpenWater,ByteTrack,0.5,0.5,5,swimmer,22840,74198,47565,26633,1287,2639,7500.15495,44926,0.588143,0.166945,0.7731
OpenWater,ByteTrack,0.5,0.65,0,all,46604,143223,128395,14828,2433,735,15235.466466,127660,0.87435,0.119344,0.937015
OpenWater,ByteTrack,0.5,0.65,0,boat,22496,57366,55938,1428,932,184,3911.64092,55754,0.955653,0.070159,0.979341
OpenWater,ByteTrack,0.5,0.65,0,swimmer,24108,85857,72457,13400,1501,551,11323.825545,71906,0.820026,0.157481,0.906761
OpenWater,ByteTrack,0.5,0.65,1,all,45712,144254,117779,26475,3351,720,16444.611992,117059,0.788249,0.140481,0.887612
OpenWater,ByteTrack,0.5,0.65,1,boat,21994,62879,60766,2113,1078,212,5688.966167,60554,0.94588,0.093949,0.974415
OpenWater,ByteTrack,0.5,0.65,1,swimmer,23718,81375,57013,24362,2273,508,10755.645825,56505,0.666445,0.190349,0.810644
OpenWater,ByteTrack,0.5,0.65,2,all,44190,131339,114789,16550,3405,1122,14111.256359,113667,0.839522,0.124146,0.920031
OpenWater,ByteTrack,0.5,0.65,2,boat,21785,55945,53560,2385,1860,576,3964.398577,52984,0.913826,0.074823,0.961882
OpenWater,ByteTrack,0.5,0.65,2,swimmer,22405,75394,61229,14165,1545,546,10146.857782,60683,0.784386,0.167211,0.886298
OpenWater,ByteTrack,0.5,0.65,3,all,46546,162166,137851,24315,4582,1054,20004.46015,136797,0.815307,0.146235,0.905131
OpenWater,ByteTrack,0.5,0.65,3,boat,23816,63883,60774,3109,1720,345,5211.684867,60429,0.919008,0.086245,0.961789
OpenWater,ByteTrack,0.5,0.65,3,swimmer,22730,98283,77077,21206,2862,709,14792.775283,76368,0.747901,0.193704,0.864955
OpenWater,ByteTrack,0.5,0.65,4,all,33833,112144,88316,23828,3010,1074,11921.244311,87242,0.751106,0.136646,0.868098
OpenWater,ByteTrack,0.5,0.65,4,boat,17279,49957,47104,2853,1696,614,3657.802963,46490,0.896651,0.078679,0.953937
OpenWater,ByteTrack,0.5,0.65,4,swimmer,16554,62187,41212,20975,1314,460,8263.441347,40752,0.634184,0.202774,0.787142
OpenWater,ByteTrack,0.5,0.65,5,all,44851,135402,109003,26399,2922,1465,12788.009326,107538,0.772633,0.118916,0.881448
OpenWater,ByteTrack,0.5,0.65,5,boat,22011,61204,58512,2692,1462,676,3945.334379,57836,0.921084,0.068216,0.96572
OpenWater,ByteTrack,0.5,0.65,5,swimmer,22840,74198,50491,23707,1460,789,8842.674948,49702,0.650179,0.177914,0.800498
OpenWater,ByteTrack,0.5,0.8,0,all,46604,143223,130643,12580,3227,279,16079.690857,130364,0.887686,0.123345,0.942954
OpenWater,ByteTrack,0.5,0.8,0,boat,22496,57366,56034,1332,1062,64,3991.329421,55970,0.957152,0.071312,0.979085
OpenWater,ByteTrack,0.5,0.8,0,swimmer,24108,85857,74609,11248,2165,215,12088.361436,74394,0.841271,0.162491,0.917525
OpenWater,ByteTrack,0.5,0.8,1,all,45712,144254,120993,23261,4649,230,17587.246662,120763,0.804927,0.145634,0.89659
OpenWater,ByteTrack,0.5,0.8,1,boat,21994,62879,61126,1753,1468,60,5840.994005,61066,0.94782,0.095651,0.974329
OpenWater,ByteTrack,0.5,0.8,1,swimmer,23718,81375,59867,21508,3181,170,11746.252656,59697,0.694513,0.196765,0.829051
OpenWater,ByteTrack,0.5,0.8,2,all,44190,131339,117582,13757,4178,515,15182.693534,117067,0.859524,0.129692,0.929138
OpenWater,ByteTrack,0.5,0.8,2,boat,21785,55945,53831,2114,1930,330,4145.97852,53501,0.921816,0.077493,0.963798
OpenWater,ByteTrack,0.5,0.8,2,swimmer,22405,75394,63751,11643,2248,185,11036.715013,63566,0.813301,0.173626,0.901756
OpenWater,ByteTrack,0.5,0.8,3,all,46546,162166,140398,21768,5839,411,20990.942835,139987,0.827226,0.149949,0.910484
OpenWater,ByteTrack,0.5,0.8,3,boat,23816,63883,61095,2788,2011,203,5354.788489,60892,0.921701,0.087939,0.962209
OpenWater,ByteTrack,0.5,0.8,3,swimmer,22730,98283,79303,18980,3828,208,15636.154346,79095,0.765819,0.197688,0.874277
OpenWater,ByteTrack,0.5,0.8,4,all,33833,112144,91039,21105,3572,499,12919.356855,90540,0.775503,0.142692,0.880646
OpenWater,ByteTrack,0.5,0.8,4,boat,17279,49957,47531,2426,1664,319,3882.397309,47212,0.911744,0.082233,0.95875
OpenWater,ByteTrack,0.5,0.8,4,swimmer,16554,62187,43508,18679,1908,180,9036.959546,43328,0.666056,0.208571,0.808676
OpenWater,ByteTrack,0.5,0.8,5,all,44851,135402,112206,23196,3577,750,13910.186862,111456,0.796731,0.124804,0.893413
OpenWater,ByteTrack,0.5,0.8,5,boat,22011,61204,58853,2351,1556,414,4122.594116,58439,0.9294,0.070545,0.967874
OpenWater,ByteTrack,0.5,0.8,5,swimmer,22840,74198,53353,20845,2021,336,9787.592747,53017,0.687296,0.184612,0.823527
