dataset,tracker,new_track_thresh,match_thresh,fold,class,num_frames,num_objects,num_detections,num_misses,num_false_positives,num_switches,sum_overlap,num_matches,mota,motp,idf1
OpenWater,BotSort,0.2,0.65,4,all,33833,112144,90446,21698,3291,1197,11418.284507,89249,0.766497,0.127937,0.878624
OpenWater,BotSort,0.2,0.65,4,boat,17279,49957,47459,2498,1315,503,3472.426105,46956,0.913606,0.073951,0.96138
OpenWater,BotSort,0.2,0.65,4,swimmer,16554,62187,42987,19200,1976,694,7945.858403,42293,0.648319,0.187876,0.802371
OpenWater,BotSort,0.2,0.65,5,all,44851,135402,111665,23737,3303,1575,11721.520038,110090,0.788666,0.106472,0.892
OpenWater,BotSort,0.2,0.65,5,boat,22011,61204,58848,2356,1272,550,3444.196169,58298,0.931736,0.059079,0.970097
OpenWater,BotSort,0.2,0.65,5,swimmer,22840,74198,52817,21381,2031,1025,8277.32387,51792,0.670652,0.159819,0.818576
OpenWater,BotSort,0.2,0.8,0,all,46604,143223,132560,10663,3768,201,14320.98606,132359,0.897838,0.108198,0.948378
OpenWater,BotSort,0.2,0.8,0,boat,22496,57366,56388,978,938,30,3297.668368,56358,0.966077,0.058513,0.983294
OpenWater,BotSort,0.2,0.8,0,swimmer,24108,85857,76172,9685,2830,171,11023.317692,76001,0.852243,0.145042,0.924087
OpenWater,BotSort,0.2,0.8,1,all,45712,144254,123067,21187,6400,284,17030.186764,122783,0.806792,0.138702,0.899215
OpenWater,BotSort,0.2,0.8,1,boat,21994,62879,61405,1474,1952,44,5387.61415,61361,0.944815,0.087802,0.97286
OpenWater,BotSort,0.2,0.8,1,swimmer,23718,81375,61662,19713,4448,240,11642.572613,61422,0.700141,0.189551,0.83618
OpenWater,BotSort,0.2,0.8,2,all,44190,131339,119153,12186,5066,456,14027.346964,118697,0.865173,0.118178,0.932493
OpenWater,BotSort,0.2,0.8,2,boat,21785,55945,54029,1916,1864,261,3544.491506,53768,0.927768,0.065922,0.966201
OpenWater,BotSort,0.2,0.8,2,swimmer,22405,75394,65124,10270,3202,195,10482.855459,64929,0.818726,0.161451,0.906262
OpenWater,BotSort,0.2,0.8,3,all,46546,162166,142712,19454,7287,306,20015.447688,142406,0.833214,0.140552,0.914337
OpenWater,BotSort,0.2,0.8,3,boat,23816,63883,61690,2193,1996,104,5109.494805,61586,0.932799,0.082965,0.967163
OpenWater,BotSort,0.2,0.8,3,swimmer,22730,98283,81022,17261,5291,202,14905.952883,80820,0.768485,0.184434,0.877831
OpenWater,BotSort,0.2,0.8,4,all,33833,112144,92999,19145,4269,401,12396.01343,92598,0.787639,0.133869,0.888192
OpenWater,BotSort,0.2,0.8,4,boat,17279,49957,47951,2006,1457,181,3686.491951,47770,0.927057,0.077172,0.965149
OpenWater,BotSort,0.2,0.8,4,swimmer,16554,62187,45048,17139,2812,220,8709.521479,44828,0.67564,0.194288,0.818705
OpenWater,BotSort,0.2,0.8,5,all,44851,135402,114827,20575,4359,662,12848.753762,114165,0.810963,0.112545,0.902061
OpenWater,BotSort,0.2,0.8,5,boat,22011,61204,59259,1945,1423,298,3601.478746,58961,0.940102,0.061082,0.972368
OpenWater,BotSort,0.2,0.8,5,swimmer,22840,74198,55568,18630,2936,364,9247.275016,55204,0.704439,0.167511,0.837485
OpenWater,BotSort,0.35,0.5,0,all,46604,143223,128066,15157,2291,1542,12643.533641,126524,0.86741,0.09993,0.936223
OpenWater,BotSort,0.35,0.5,0,boat,22496,57366,55997,1369,716,197,3184.445381,55800,0.96022,0.057069,0.981723
OpenWater,BotSort,0.35,0.5,0,swimmer,24108,85857,72069,13788,1575,1345,9459.08826,70724,0.805397,0.133747,0.903681
OpenWater,BotSort,0.35,0.5,1,all,45712,144254,115706,28548,3380,2884,14156.494849,112822,0.758676,0.125476,0.878757
OpenWater,BotSort,0.35,0.5,1,boat,21994,62879,60564,2315,992,443,5080.259909,60121,0.940362,0.084501,0.973424
OpenWater,BotSort,0.35,0.5,1,swimmer,23718,81375,55142,26233,2388,2441,9076.23494,52701,0.618286,0.172221,0.793953
OpenWater,BotSort,0.35,0.5,2,all,44190,131339,113983,17356,3285,2541,11850.935126,111442,0.823495,0.106342,0.916973
OpenWater,BotSort,0.35,0.5,2,boat,21785,55945,53643,2302,1681,732,3267.802868,52911,0.915721,0.06176,0.964204
OpenWater,BotSort,0.35,0.5,2,swimmer,22405,75394,60340,15054,1604,1809,8583.132257,58531,0.75506,0.146643,0.878708
OpenWater,BotSort,0.35,0.5,3,all,46546,162166,136377,25789,4640,2872,17459.975007,133505,0.794649,0.130781,0.899635
OpenWater,BotSort,0.35,0.5,3,boat,22903,62545,59328,3217,1416,504,4577.620186,58824,0.917867,0.077819,0.962422
OpenWater,BotSort,0.35,0.5,3,swimmer,23643,99621,77049,22572,3224,2368,12882.35482,74681,0.717289,0.172498,0.856604
OpenWater,BotSort,0.35,0.5,4,all,33833,112144,87315,24829,2762,2501,10166.378984,84814,0.731666,0.119867,0.86356
OpenWater,BotSort,0.35,0.5,4,boat,17279,49957,46975,2982,1340,857,3249.93301,46118,0.896331,0.07047,0.95602
OpenWater,BotSort,0.35,0.5,4,swimmer,16554,62187,40340,21847,1422,1644,6916.445973,38696,0.599386,0.178738,0.77615
OpenWater,BotSort,0.35,0.5,5,all,44851,135402,107936,27466,2738,2993,10359.034577,104943,0.754826,0.098711,0.877257
OpenWater,BotSort,0.35,0.5,5,boat,22011,61204,58408,2796,1263,863,3257.836244,57545,0.91958,0.056614,0.96642
OpenWater,BotSort,0.35,0.5,5,swimmer,22840,74198,49528,24670,1475,2130,7101.198333,47398,0.618925,0.149821,0.791176
OpenWater,BotSort,0.35,0.65,0,all,46604,143223,130223,13000,2786,570,13511.504116,129653,0.8858,0.104213,0.942852
OpenWater,BotSort,0.35,0.65,0,boat,22496,57366,56188,1178,777,70,3249.172232,56118,0.9647,0.057899,0.982901
OpenWater,BotSort,0.35,0.65,0,swimmer,24108,85857,74035,11822,2009,500,10262.331884,73535,0.833083,0.139557,0.914571
OpenWater,BotSort,0.35,0.65,1,all,45712,144254,120009,24245,4369,819,15930.98785,119190,0.795964,0.13366,0.893483
OpenWater,BotSort,0.35,0.65,1,boat,21994,62879,61063,1816,1270,157,5281.111042,60906,0.948425,0.086709,0.975354
OpenWater,BotSort,0.35,0.65,1,swimmer,23718,81375,58946,22429,3099,662,10649.876808,58284,0.678157,0.182724,0.822005
OpenWater,BotSort,0.35,0.65,2,all,44190,131339,116516,14823,3767,1081,13003.21901,115435,0.850227,0.112645,0.926119
OpenWater,BotSort,0.35,0.65,2,boat,21785,55945,53751,2194,1703,492,3377.342908,53259,0.921548,0.063414,0.965018
OpenWater,BotSort,0.35,0.65,2,swimmer,22405,75394,62765,12629,2064,589,9625.876102,62176,0.797305,0.154817,0.895217
OpenWater,BotSort,0.35,0.65,3,all,46546,162166,140174,21992,5543,838,19097.066015,139336,0.825037,0.137058,0.910567
OpenWater,BotSort,0.35,0.65,3,boat,22903,62545,59801,2744,1574,285,4770.431786,59516,0.926405,0.080154,0.965155
OpenWater,BotSort,0.35,0.65,3,swimmer,23643,99621,80373,19248,3969,553,14326.634229,79820,0.761396,0.179487,0.873795
OpenWater,BotSort,0.35,0.65,4,all,33833,112144,90112,22032,3128,1009,11372.345728,89103,0.766648,0.127631,0.877498
OpenWater,BotSort,0.35,0.65,4,boat,17279,49957,47405,2552,1310,478,3462.260848,46927,0.913125,0.07378,0.96086
OpenWater,BotSort,0.35,0.65,4,swimmer,16554,62187,42707,19480,1818,531,7910.08488,42176,0.648978,0.187549,0.800416
OpenWater,BotSort,0.35,0.65,5,all,44851,135402,111160,24242,3121,1309,11649.824109,109851,0.788245,0.106051,0.890409
OpenWater,BotSort,0.35,0.65,5,boat,22011,61204,58790,2414,1262,534,3431.681492,58256,0.931214,0.058907,0.969684
OpenWater,BotSort,0.35,0.65,5,swimmer,22840,74198,52370,21828,1859,775,8218.142617,51595,0.670315,0.159282,0.815561
OpenWater,BotSort,0.35,0.8,0,all,46604,143223,132390,10833,3555,155,14284.500324,132235,0.898459,0.108024,0.948461
OpenWater,BotSort,0.35,0.8,0,boat,22496,57366,56372,994,903,28,3294.326851,56344,0.966444,0.058468,0.983453
OpenWater,BotSort,0.35,0.8,0,swimmer,24108,85857,76018,9839,2652,127,10990.173473,75891,0.853035,0.144815,0.924079
OpenWater,BotSort,0.35,0.8,1,all,45712,144254,122753,21501,5890,216,16952.330825,122537,0.808622,0.138345,0.899629
OpenWater,BotSort,0.35,0.8,1,boat,21994,62879,61386,1493,1747,41,5385.839701,61345,0.94782,0.087796,0.974288
OpenWater,BotSort,0.35,0.8,1,swimmer,23718,81375,61367,20008,4143,175,11566.491124,61192,0.701063,0.18902,0.835579
OpenWater,BotSort,0.35,0.8,2,all,44190,131339,118919,12420,4755,425,13957.800501,118494,0.865996,0.117793,0.93265
OpenWater,BotSort,0.35,0.8,2,boat,21785,55945,54031,1914,1778,256,3545.199133,53775,0.929431,0.065927,0.966963
OpenWater,BotSort,0.35,0.8,2,swimmer,22405,75394,64888,10506,2977,169,10412.601368,64719,0.818925,0.160889,0.905884
OpenWater,BotSort,0.35,0.8,3,all,46546,162166,142452,19714,6844,273,19945.163943,142179,0.834546,0.140282,0.914731
OpenWater,BotSort,0.35,0.8,3,boat,23816,63883,61601,2282,1927,115,5080.675509,61486,0.932314,0.082631,0.966965
OpenWater,BotSort,0.35,0.8,3,swimmer,22730,98283,80851,17432,4917,158,14864.488434,80693,0.770998,0.18421,0.878572
OpenWater,BotSort,0.35,0.8,4,all,33833,112144,92750,19394,4005,378,12318.688038,92372,0.787978,0.13336,0.887989
OpenWater,BotSort,0.35,0.8,4,boat,17279,49957,47910,2047,1414,197,3669.54702,47713,0.926777,0.076909,0.965139
OpenWater,BotSort,0.35,0.8,4,swimmer,16554,62187,44840,17347,2591,181,8649.141018,44659,0.676476,0.193671,0.818114
OpenWater,BotSort,0.35,0.8,5,all,44851,135402,114411,20991,4089,603,12741.314147,113808,0.81032,0.111954,0.901222
OpenWater,BotSort,0.35,0.8,5,boat,22011,61204,59188,2016,1390,298,3582.970285,58890,0.939481,0.060842,0.972032
OpenWater,BotSort,0.35,0.8,5,swimmer,22840,74198,55223,18975,2699,305,9158.343862,54918,0.703779,0.166764,0.835952
OpenWater,BotSort,0.5,0.5,0,all,46604,143223,127496,15727,2023,1094,12605.08226,126402,0.868429,0.099722,0.93492
OpenWater,BotSort,0.5,0.5,0,boat,22496,57366,55954,1412,699,174,3179.548809,55780,0.960168,0.057002,0.981486
OpenWater,BotSort,0.5,0.5,0,swimmer,24108,85857,71542,14315,1324,920,9425.533451,70622,0.807133,0.133465,0.90147
OpenWater,BotSort,0.5,0.5,1,all,45712,144254,114771,29483,2885,2123,14106.428609,112648,0.760901,0.125226,0.876416
OpenWater,BotSort,0.5,0.5,1,boat,21994,62879,60466,2413,853,365,5076.670443,60101,0.942254,0.084469,0.973703
OpenWater,BotSort,0.5,0.5,1,swimmer,23718,81375,54305,27070,2032,1758,9029.758166,52547,0.620768,0.171842,0.788675
OpenWater,BotSort,0.5,0.5,2,all,44190,131339,113335,18004,3023,2059,11799.194173,111276,0.824226,0.106035,0.91511
OpenWater,BotSort,0.5,0.5,2,boat,21785,55945,53575,2370,1686,695,3259.389945,52880,0.915077,0.061637,0.963527
OpenWater,BotSort,0.5,0.5,2,swimmer,22405,75394,59760,15634,1337,1364,8539.804228,58396,0.756811,0.14624,0.875662
OpenWater,BotSort,0.5,0.5,3,all,46546,162166,135736,26430,4289,2375,17418.217601,133361,0.795925,0.13061,0.898346
OpenWater,BotSort,0.5,0.5,3,boat,22903,62545,59241,3304,1413,465,4564.958578,58776,0.917148,0.077667,0.961712
OpenWater,BotSort,0.5,0.5,3,swimmer,23643,99621,76495,23126,2876,1910,12853.259023,74585,0.719818,0.17233,0.854731
OpenWater,BotSort,0.5,0.5,4,all,33833,112144,86629,25515,2570,2022,10107.382007,84607,0.731533,0.119463,0.860512
OpenWater,BotSort,0.5,0.5,4,boat,17279,49957,46929,3028,1353,830,3245.8342,46099,0.89569,0.07041,0.955405
OpenWater,BotSort,0.5,0.5,4,swimmer,16554,62187,39700,22487,1217,1192,6861.547807,38508,0.599659,0.178185,0.770096
OpenWater,BotSort,0.5,0.5,5,all,44851,135402,107188,28214,2645,2451,10307.675619,104737,0.753992,0.098415,0.874166
OpenWater,BotSort,0.5,0.5,5,boat,22011,61204,58370,2834,1333,850,3253.049295,57520,0.918028,0.056555,0.965535
OpenWater,BotSort,0.5,0.5,5,swimmer,22840,74198,48818,25380,1312,1601,7054.626324,47217,0.618682,0.149409,0.78531
OpenWater,BotSort,0.5,0.65,0,all,46604,143223,129539,13684,2424,298,13390.765297,129241,0.885451,0.103611,0.941465
OpenWater,BotSort,0.5,0.65,0,boat,22496,57366,56133,1233,727,58,3238.202912,56075,0.964822,0.057748,0.982841
OpenWater,BotSort,0.5,0.65,0,swimmer,24108,85857,73406,12451,1697,240,10152.562384,73166,0.832419,0.138761,0.912102
OpenWater,BotSort,0.5,0.65,1,all,45712,144254,118843,25411,3729,438,15679.262003,118405,0.794959,0.132421,0.89079
OpenWater,BotSort,0.5,0.65,1,boat,21994,62879,60930,1949,1067,147,5245.310822,60783,0.949697,0.086296,0.975848
OpenWater,BotSort,0.5,0.65,1,swimmer,23718,81375,57913,23462,2662,291,10433.951181,57622,0.675392,0.181076,0.815963
OpenWater,BotSort,0.5,0.65,2,all,44190,131339,115777,15562,3345,836,12837.897517,114941,0.849679,0.111691,0.924511
OpenWater,BotSort,0.5,0.65,2,boat,21785,55945,53643,2302,1665,500,3334.065182,53143,0.920154,0.062738,0.964343
OpenWater,BotSort,0.5,0.65,2,swimmer,22405,75394,62134,13260,1680,336,9503.832335,61798,0.797384,0.153789,0.892679
OpenWater,BotSort,0.5,0.65,3,all,46546,162166,139578,22588,5031,603,18983.159432,138975,0.825968,0.136594,0.90997
OpenWater,BotSort,0.5,0.65,3,boat,22903,62545,59715,2830,1518,296,4743.853386,59419,0.925749,0.079837,0.964873
OpenWater,BotSort,0.5,0.65,3,swimmer,23643,99621,79863,19758,3513,307,14239.306046,79556,0.763323,0.178985,0.872834
OpenWater,BotSort,0.5,0.65,4,all,33833,112144,89292,22852,2797,710,11204.830908,88582,0.764954,0.126491,0.874413
OpenWater,BotSort,0.5,0.65,4,boat,17279,49957,47328,2629,1274,462,3441.204986,46866,0.912625,0.073426,0.960399
OpenWater,BotSort,0.5,0.65,4,swimmer,16554,62187,41964,20223,1523,248,7763.625921,41716,0.646325,0.186107,0.794216
OpenWater,BotSort,0.5,0.65,5,all,44851,135402,110269,25133,2822,947,11497.609895,109322,0.786547,0.105172,0.887502
OpenWater,BotSort,0.5,0.65,5,boat,22011,61204,58697,2507,1269,523,3409.038301,58174,0.929759,0.058601,0.968837
OpenWater,BotSort,0.5,0.65,5,swimmer,22840,74198,51572,22626,1553,424,8088.571595,51148,0.668414,0.158141,0.810097
OpenWater,BotSort,0.5,0.8,0,all,46604,143223,131869,11354,3096,111,14128.977674,131758,0.898333,0.107234,0.948057
OpenWater,BotSort,0.5,0.8,0,boat,22496,57366,56327,1039,786,28,3283.674451,56299,0.967699,0.058326,0.984058
OpenWater,BotSort,0.5,0.8,0,swimmer,24108,85857,75542,10315,2310,83,10845.303224,75459,0.851986,0.143724,0.922881
OpenWater,BotSort,0.5,0.8,1,all,45712,144254,122042,22212,4765,145,16733.429878,121897,0.811984,0.137275,0.900476
OpenWater,BotSort,0.5,0.8,1,boat,21994,62879,61341,1538,1346,41,5376.672158,61300,0.953482,0.087711,0.977032
OpenWater,BotSort,0.5,0.8,1,swimmer,23718,81375,60701,20674,3419,104,11356.75772,60597,0.702648,0.187415,0.834407
OpenWater,BotSort,0.5,0.8,2,all,44190,131339,118489,12850,4162,416,13818.342805,118073,0.867305,0.117032,0.933021
OpenWater,BotSort,0.5,0.8,2,boat,21785,55945,53936,2009,1683,307,3491.230971,53629,0.928519,0.0651,0.966907
OpenWater,BotSort,0.5,0.8,2,swimmer,22405,75394,64553,10841,2479,109,10327.111834,64444,0.821882,0.160249,0.906478
OpenWater,BotSort,0.5,0.8,3,all,46546,162166,141732,20434,6054,276,19708.91915,141456,0.834959,0.139329,0.914542
OpenWater,BotSort,0.5,0.8,3,boat,22903,62545,60081,2464,1770,192,4881.022914,59889,0.929235,0.081501,0.965964
OpenWater,BotSort,0.5,0.8,3,swimmer,23643,99621,81651,17970,4284,84,14827.896236,81567,0.77577,0.181788,0.880069
OpenWater,BotSort,0.5,0.8,4,all,33833,112144,92103,20041,3490,408,12088.72544,91695,0.786533,0.131836,0.886727
OpenWater,BotSort,0.5,0.8,4,boat,17279,49957,47825,2132,1305,306,3608.038009,47519,0.925076,0.075928,0.965313
OpenWater,BotSort,0.5,0.8,4,swimmer,16554,62187,44278,17909,2185,102,8480.687431,44176,0.675238,0.191975,0.815058
OpenWater,BotSort,0.5,0.8,5,all,44851,135402,113570,21832,3630,516,12503.915769,113054,0.808142,0.110601,0.899201
OpenWater,BotSort,0.5,0.8,5,boat,22011,61204,59100,2104,1317,315,3549.029061,58785,0.938958,0.060373,0.971872
OpenWater,BotSort,0.5,0.8,5,swimmer,22840,74198,54470,19728,2313,201,8954.886708,54269,0.700235,0.165009,0.831724
OpenWater,ByteTrack,0.2,0.5,0,all,46604,143223,126601,16622,2562,3250,13968.624774,123351,0.843363,0.113243,0.929571
OpenWater,ByteTrack,0.2,0.5,0,boat,22496,57366,55801,1565,1042,672,3714.950718,55129,0.942841,0.067387,0.977173
OpenWater,ByteTrack,0.2,0.5,0,swimmer,24108,85857,70800,15057,1520,2578,10253.674056,68222,0.776896,0.150299,0.8952
OpenWater,ByteTrack,0.2,0.5,1,all,45712,144254,113701,30553,3497,4805,14172.833534,108896,0.730649,0.13015,0.869766
OpenWater,ByteTrack,0.2,0.5,1,boat,22907,64217,61458,2759,1151,730,5467.146827,60728,0.927745,0.090027,0.96917
OpenWater,ByteTrack,0.2,0.5,1,swimmer,22805,80037,52243,27794,2346,4075,8705.686707,48168,0.57251,0.180736,0.776121
OpenWater,ByteTrack,0.2,0.5,2,all,44190,131339,112587,18752,3581,4266,12558.349926,108321,0.797478,0.115936,0.909768
OpenWater,ByteTrack,0.2,0.5,2,boat,21785,55945,53489,2456,1894,1098,3752.360191,52391,0.902619,0.071622,0.960926
OpenWater,ByteTrack,0.2,0.5,2,swimmer,22405,75394,59098,16296,1687,3168,8805.989735,55930,0.71946,0.157447,0.867946
OpenWater,ByteTrack,0.2,0.5,3,all,46546,162166,133250,28916,4433,5746,17305.03373,127504,0.75892,0.135721,0.888781
OpenWater,ByteTrack,0.2,0.5,3,boat,23816,63883,60376,3507,1583,842,4902.783733,59534,0.907143,0.082353,0.959552
OpenWater,ByteTrack,0.2,0.5,3,swimmer,22730,98283,72874,25409,2850,4904,12402.249998,67970,0.662576,0.182467,0.837598
OpenWater,ByteTrack,0.2,0.5,4,all,33833,112144,86062,26082,3040,4053,10394.680277,82009,0.704175,0.12675,0.855292
OpenWater,ByteTrack,0.2,0.5,4,boat,17279,49957,46778,3179,1622,1313,3370.826939,45465,0.877615,0.074141,0.951188
OpenWater,ByteTrack,0.2,0.5,4,swimmer,16554,62187,39284,22903,1418,2740,7023.853338,36544,0.564845,0.192203,0.763619
OpenWater,ByteTrack,0.2,0.5,5,all,44851,135402,106828,28574,2972,4601,11284.959721,102227,0.733039,0.110391,0.871347
OpenWater,ByteTrack,0.2,0.5,5,boat,22011,61204,58336,2868,1436,1227,3738.899672,57109,0.90963,0.06547,0.964423
OpenWater,ByteTrack,0.2,0.5,5,swimmer,22840,74198,48492,25706,1536,3374,7546.060049,45118,0.587374,0.167252,0.780706
OpenWater,ByteTrack,0.2,0.65,0,all,46604,143223,129323,13900,2879,1178,15383.716468,128145,0.874622,0.120049,0.93908
OpenWater,ByteTrack,0.2,0.65,0,boat,22496,57366,55986,1380,1031,216,3922.658502,55770,0.954206,0.070336,0.978922
OpenWater,ByteTrack,0.2,0.65,0,swimmer,24108,85857,73337,12520,1848,962,11461.057966,72375,0.821447,0.158357,0.910781
OpenWater,ByteTrack,0.2,0.65,1,all,45712,144254,119341,24913,4281,1318,16747.028604,118023,0.788484,0.141896,0.891017
OpenWater,ByteTrack,0.2,0.65,1,boat,21994,62879,60911,1968,1356,224,5727.304791,60687,0.943574,0.094374,0.973439
OpenWater,ByteTrack,0.2,0.65,1,swimmer,23718,81375,58430,22945,2925,1094,11019.723812,57336,0.668645,0.192196,0.818749
OpenWater,ByteTrack,0.2,0.65,2,all,44190,131339,116006,15333,4058,1602,14348.521811,114404,0.840162,0.12542,0.922869
OpenWater,ByteTrack,0.2,0.65,2,boat,21785,55945,53747,2198,1988,614,4014.381476,53133,0.914201,0.075553,0.962518
OpenWater,ByteTrack,0.2,0.65,2,swimmer,22405,75394,62259,13135,2070,988,10334.140335,61271,0.785222,0.168663,0.891178
OpenWater,ByteTrack,0.2,0.65,3,all,46546,162166,138951,23215,5443,1542,20202.178513,137409,0.813771,0.147022,0.906517
OpenWater,ByteTrack,0.2,0.65,3,boat,23816,63883,60949,2934,1884,388,5250.542295,60561,0.918507,0.086698,0.961978
OpenWater,ByteTrack,0.2,0.65,3,swimmer,22730,98283,78002,20281,3559,1154,14951.636218,76848,0.745694,0.194561,0.867441
OpenWater,ByteTrack,0.2,0.65,4,all,33833,112144,89470,22674,3454,1566,12140.674545,87904,0.75305,0.138113,0.872589
OpenWater,ByteTrack,0.2,0.65,4,boat,17279,49957,47240,2717,1773,667,3690.942127,46573,0.896771,0.079251,0.954633
OpenWater,ByteTrack,0.2,0.65,4,swimmer,16554,62187,42230,19957,1681,899,8449.732418,41331,0.637593,0.204441,0.796056
OpenWater,ByteTrack,0.2,0.65,5,all,44851,135402,110330,25072,3320,2064,13001.337667,108266,0.77507,0.120087,0.886
OpenWater,ByteTrack,0.2,0.65,5,boat,22011,61204,58617,2587,1537,702,3972.428804,57915,0.921149,0.068591,0.966018
OpenWater,ByteTrack,0.2,0.65,5,swimmer,22840,74198,51713,22485,1783,1362,9028.908863,50351,0.654573,0.179319,0.809952
OpenWater,ByteTrack,0.2,0.8,0,all,46604,143223,131366,11857,3851,373,16285.415262,130993,0.887721,0.124323,0.943586
OpenWater,ByteTrack,0.2,0.8,0,boat,22496,57366,56099,1267,1218,57,4012.733618,56042,0.955688,0.071602,0.978332
OpenWater,ByteTrack,0.2,0.8,0,swimmer,24108,85857,75267,10590,2633,316,12272.681644,74951,0.842308,0.163743,0.919252
OpenWater,ByteTrack,0.2,0.8,1,all,45712,144254,122131,22123,6169,376,17930.155312,121755,0.801267,0.147264,0.896197
OpenWater,ByteTrack,0.2,0.8,1,boat,21994,62879,61184,1695,2024,65,5851.264,61119,0.939821,0.095736,0.970504
OpenWater,ByteTrack,0.2,0.8,1,swimmer,23718,81375,60947,20428,4145,311,12078.891312,60636,0.694206,0.199203,0.832228
OpenWater,ByteTrack,0.2,0.8,2,all,44190,131339,118429,12910,5150,603,15450.077197,117826,0.857902,0.131126,0.929154
OpenWater,ByteTrack,0.2,0.8,2,boat,21785,55945,53896,2049,2165,323,4179.224594,53573,0.918902,0.07801,0.962377
OpenWater,ByteTrack,0.2,0.8,2,swimmer,22405,75394,64533,10861,2985,280,11270.852603,64253,0.812638,0.175414,0.903115
OpenWater,ByteTrack,0.2,0.8,3,all,46546,162166,141489,20677,7304,432,21348.847183,141057,0.824791,0.151349,0.910017
OpenWater,ByteTrack,0.2,0.8,3,boat,23816,63883,61390,2493,2392,104,5483.308842,61286,0.921904,0.089471,0.961736
OpenWater,ByteTrack,0.2,0.8,3,swimmer,22730,98283,80099,18184,4912,328,15865.538341,79771,0.761668,0.198889,0.873995
OpenWater,ByteTrack,0.2,0.8,4,all,33833,112144,91806,20338,4339,577,13152.142438,91229,0.774807,0.144166,0.881525
OpenWater,ByteTrack,0.2,0.8,4,boat,17279,49957,47579,2378,1882,261,3906.984291,47318,0.909502,0.082569,0.957151
OpenWater,ByteTrack,0.2,0.8,4,swimmer,16554,62187,44227,17960,2457,316,9245.158147,43911,0.666602,0.210543,0.812466
OpenWater,ByteTrack,0.2,0.8,5,all,44851,135402,113476,21926,4429,896,14267.014813,112580,0.79874,0.126728,0.895956
OpenWater,ByteTrack,0.2,0.8,5,boat,22011,61204,58980,2224,1742,401,4173.406951,58579,0.928648,0.071244,0.967472
OpenWater,ByteTrack,0.2,0.8,5,swimmer,22840,74198,54496,19702,2687,495,10093.607863,54001,0.691582,0.186915,0.829587
OpenWater,ByteTrack,0.35,0.5,0,all,46604,143223,126352,16871,2474,3079,13951.137384,123273,0.843433,0.113173,0.928891
OpenWater,ByteTrack,0.35,0.5,0,boat,22496,57366,55785,1581,1037,658,3718.468548,55127,0.942893,0.067453,0.977073
OpenWater,ByteTrack,0.35,0.5,0,swimmer,24108,85857,70567,15290,1437,2421,10232.668836,68146,0.776978,0.150158,0.89404
OpenWater,ByteTrack,0.35,0.5,1,all,45712,144254,113433,30821,3265,4570,14156.206881,108863,0.732028,0.130037,0.869378
OpenWater,ByteTrack,0.35,0.5,1,boat,22907,64217,61427,2790,1109,717,5459.187217,60710,0.928119,0.089922,0.969239
OpenWater,ByteTrack,0.35,0.5,1,swimmer,22805,80037,52006,28031,2156,3853,8697.019665,48153,0.574697,0.180612,0.775058
OpenWater,ByteTrack,0.35,0.5,2,all,44190,131339,112285,19054,3410,4029,12535.256345,108256,0.798285,0.115793,0.909065
OpenWater,ByteTrack,0.35,0.5,2,boat,21785,55945,53456,2489,1873,1067,3751.826329,52389,0.902958,0.071615,0.960799
OpenWater,ByteTrack,0.35,0.5,2,swimmer,22405,75394,58829,16565,1537,2962,8783.430016,55867,0.720614,0.15722,0.866662
OpenWater,ByteTrack,0.35,0.5,3,all,46546,162166,133023,29143,4248,5534,17289.495847,127489,0.759968,0.135616,0.888487
OpenWater,ByteTrack,0.35,0.5,3,boat,23816,63883,60350,3533,1593,845,4892.794542,59505,0.906532,0.082225,0.959261
OpenWater,ByteTrack,0.35,0.5,3,swimmer,22730,98283,72673,25610,2655,4689,12396.701305,67984,0.664703,0.182347,0.837193
OpenWater,ByteTrack,0.35,0.5,4,all,33833,112144,85817,26327,2912,3856,10379.209158,81961,0.704888,0.126636,0.85444
OpenWater,ByteTrack,0.35,0.5,4,boat,17279,49957,46763,3194,1630,1294,3370.680756,45469,0.877535,0.074131,0.950951
OpenWater,ByteTrack,0.35,0.5,4,swimmer,16554,62187,39054,23133,1282,2562,7008.528401,36492,0.566196,0.192057,0.761858
OpenWater,ByteTrack,0.35,0.5,5,all,44851,135402,106467,28935,2848,4299,11280.903214,102168,0.733519,0.110415,0.870123
OpenWater,ByteTrack,0.35,0.5,5,boat,22011,61204,58293,2911,1428,1185,3741.04298,57108,0.909744,0.065508,0.964118
OpenWater,ByteTrack,0.35,0.5,5,swimmer,22840,74198,48174,26024,1420,3114,7539.860234,45060,0.588156,0.167329,0.778306
OpenWater,ByteTrack,0.35,0.65,0,all,46604,143223,129047,14176,2744,1025,15344.890943,128022,0.874706,0.119861,0.938476
OpenWater,ByteTrack,0.35,0.65,0,boat,22496,57366,55956,1410,1007,196,3914.305791,55760,0.95445,0.070199,0.978859
OpenWater,ByteTrack,0.35,0.65,0,swimmer,24108,85857,73091,12766,1737,829,11430.585153,72262,0.821424,0.158183,0.909743
OpenWater,ByteTrack,0.35,0.65,1,all,45712,144254,118995,25259,4022,1119,16707.696211,117876,0.789261,0.14174,0.890445
OpenWater,ByteTrack,0.35,0.65,1,boat,21994,62879,60888,1991,1308,211,5725.834189,60677,0.944179,0.094366,0.973624
